vote_event_id,voter_id,voter_type,option
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:richard-loskot,person,absent
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:lenka-vonka-cerna,person,abstain
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-17,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:richard-loskot,person,absent
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-18,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:martin-krsek,person,abstain
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:richard-loskot,person,absent
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-19,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:richard-loskot,person,absent
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:karolina-zakovska,person,abstain
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-20,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:richard-loskot,person,absent
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:michal-sidak,person,abstain
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-21,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:richard-loskot,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:michal-sidak,person,abstain
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-22,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:tomas-kirbs,person,absent
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:richard-loskot,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:michal-sidak,person,abstain
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-23,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:richard-loskot,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-24,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:tomas-vlach,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jan-bartonicek,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:lukas-blazej,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jan-hrouda,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jana-kocarkova-maredova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:martin-krsek,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:richard-loskot,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:dusan-oslej,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:karolina-zakovska,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:bohumil-jezek,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:michal-mohr,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jaromir-hula,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:patricie-junkova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:radek-weber,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:radim-bzura,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:michal-sidak,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:lenka-vonka-cerna,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:marie-capova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:zdenek-grus,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:yveta-tomkova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:petr-krivan,person,absent
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:jiri-madar,person,absent
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:petr-krause,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:vera-nechybova,person,yes
usti-nad-labem:vote-event:22-25,usti-nad-labem:person:pavel-tosovsky,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:eva-fialova,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:josef-holub,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:jiri-horak,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:tomas-kirbs,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:pavel-peterka,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:lukas-sinu,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:petr-nedvedicky,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:eva-novakova,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:jiri-krois,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:jaroslav-pem,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:alena-pinkasova,person,yes
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:jiri-valenta,person,absent
usti-nad-labem:vote-event:22-26,usti-nad-labem:person:tomas-vlach,person,yes
